ID,Flood depth RP 30000,Flood depth RP 3000,Flood depth RP 300,Flood depth RP 30,Flood depth RP 10,area,Property_value:income
3179,0,0,0,0,0,266.874024709004,121.438161701179
3182,1.34159994125366,0,0,0,0,3464.24866102212,1576.36918590715
3199,1.38661873340607,1.19811880588532,1.05812346935272,0,0,5280.48586063248,2856.24245948399
3202,0,0,0,0,0,601.395181993287,105.43650399675
3267,0,0,0,0,0,502.334218004179,161.539464269302
3302,0,0,0,0,0,71.8038244942431,23.0905061322949
3303,0,0,0,0,0,71.7470394251451,23.072245322436
3304,0,0,0,0,0,71.8024905102626,23.0900771528429
3362,0,0,0,0,0,3645.42682932501,1894.51265603407
5498,0.265524983406067,0,0,0,0,301.854210253585,52.9210302955056
5499,0.174099996685982,0,0,0,0,410.093905399322,71.8975957744887
5528,0.179537504911423,0,0,0,0,3035.99729242404,532.270543963822
5561,0.145999997854233,0,0,0,0,1609.60334599638,282.195392821128
5569,0.00089999998454,0,0,0,0,1516.67104567883,265.902517275664
5629,0.116999998688698,0,0,0,0,2918.46840517029,511.665398858417
5645,0,0,0,0,0,1343.22673518614,235.4942894015
5680,0.459712505340576,0,0,0,0,1503.55972127528,263.603842046348
5707,0,0,0,0,0,270.08826379374,86.8543528888248
5709,0,0,0,0,0,163.685596199429,52.6376316224535
5713,0.217600002884865,0,0,0,0,566.591891799631,99.3347969071769
5725,0.001950000063516,0,0,0,0,703.136965096988,123.273856609544
5734,0,0,0,0,0,405.588052810361,130.428058485298
5761,0.360799998044968,0,0,0,0,301.636187806982,52.88280663617
5787,0.003299999982119,0,0,0,0,798.11460867133,139.925321397035
5790,0.174099996685982,0,0,0,0,3895.40442457171,682.9416604553
5799,0,0,0,0,0,1497.11274094611,262.473558519648
5808,0.475701570510864,0,0,0,0,2514.53418154893,440.847717476074
5811,0.002300000051036,0,0,0,0,1097.03500725555,192.331996315137
5817,0.319862514734268,0,0,0,0,1896.01344148524,332.408763466418
5818,0.034699998795986,0,0,0,0,1287.18550100613,225.669149479328
5820,0.303099989891052,0,0,0,0,1694.72577787167,297.119043520963
5822,0.001900000032037,0,0,0,0,160.444863320481,28.1291669425725
5825,0.125912502408028,0,0,0,0,3985.37620067028,698.715497383574
5826,0.00089999998454,0,0,0,0,2056.29173847996,360.508728028263
5828,0.214890629053116,0,0,0,0,1324.29111408074,232.174499436201
5832,0.084618747234344,0,0,0,0,330.192506037321,57.8892956327166
5837,0,0,0,0,0,4168.81089042783,730.875236900708
5844,0.609499990940094,0,0,0,0,1030.6844886814,180.699434355391
5850,0.00760000012815,0,0,0,0,7796.78243040963,1366.93060819175
5852,0,0,0,0,0,1605.492061892,281.474603170857
5856,0.052999999374151,0,0,0,0,2245.76334369023,722.187329496912
5857,0,0,0,0,0,705.968996209675,123.770367836558
5930,0,0,0,0,0,10.7568569004288,1.88589037546893
5965,0.232999995350838,0,0,0,0,118.733322208387,20.8163064427604
6125,0.184900000691414,0,0,0,0,44.0483496397835,7.72254938500174
6219,0.116949990391731,0,0,0,0,102.393398587019,17.9515937317262
6251,0.484800010919571,0,0,0,0,599.930144226341,105.179653817375
6254,0,0,0,0,0,13.9621249235729,2.44783743599038
6264,0.141000002622604,0,0,0,0,144.5030562904,25.3342519665802
6369,0,0,0,0,0,14.8291631578048,2.59984643603912
6464,0.00089999998454,0,0,0,0,1599.97470339105,280.50730078957
6522,0,0,0,0,0,29.7320346670219,9.5611582480473
6596,0.232999995350838,0,0,0,0,119.052826469779,20.8723218771071
6614,0.609499990940094,0,0,0,0,957.885063048797,167.936251075086
6678,0.417899996042252,0,0,0,0,564.80544226385,99.0215968695659
6780,0,0,0,0,0,12.4473932664168,4.00280364693286
7014,0.417899996042252,0,0,0,0,282.70559402034,49.5638980595656
7175,0,0,0,0,0,8.13822117851501,1.42679159312671
7226,0.312875002622604,0,0,0,0,118.421669329307,20.7616675114645
7249,0,0,0,0,0,20.322651200266,3.56296385248613
7272,0.534500002861023,0,0,0,0,1026.19218438731,179.911844308379
7284,0.017962500452995,0,0,0,0,381.440724790236,66.8741248816952
7366,0.232999995350838,0,0,0,0,118.796316619382,20.8273506124936
7437,0.094200000166893,0,0,0,0,95.8037968671757,16.7963058463653
7477,0.388750016689301,0,0,0,0,456.125473350302,79.9678426663142
7577,0.018687499687076,0,0,0,0,13.0974593488474,2.29624441021451
7604,0,0,0,0,0,14.9033514411141,2.61285311361795
7638,0,0,0,0,0,282.35023178386,49.5015960109479
7642,0,0,0,0,0,10.3152314899619,1.8084646814329
7708,0.314774990081787,0,0,0,0,255.30611506867,44.7602259343224
7833,0,0,0,0,0,15.7972543754629,5.08004415641249
7838,0.184900000691414,0,0,0,0,239.970934094625,42.0716645383005
7918,0.417899996042252,0,0,0,0,196.50737551053,34.4516406246136
8354,0,0,0,0,0,1.952612839035,0.342331760498402
8473,0.264950007200241,0,0,0,0,118.549595683393,20.7840955387378
8563,0.232999995350838,0,0,0,0,120.721734949033,21.1649146360976
8721,0.116949990391731,0,0,0,0,100.229154254102,17.5721587726678
